Date,AQI
2023-06-14,73.0
2023-06-15,84.0
2023-06-16,78.0
2023-06-17,78.0
2023-06-18,66.0
2023-06-19,50.0
2023-06-20,57.0
2023-06-21,62.0
2023-06-22,76.0
2023-06-23,73.0
2023-06-24,62.0
2023-06-25,73.0
2023-06-26,76.0
2023-06-27,64.0
2023-06-28,60.0
2023-06-29,76.0
2023-06-30,57.0
2023-07-01,61.0
2023-07-02,75.0
2023-07-03,58.0
2023-07-04,56.0
2023-07-05,64.0
2023-07-06,66.0
2023-07-07,82.0
2023-07-08,63.0
2023-07-09,73.0
2023-07-10,48.0
2023-07-11,52.0
2023-07-12,76.0
2023-07-13,69.0
2023-07-14,78.0
2023-07-15,77.0
2023-07-16,81.0
2023-07-17,78.0
2023-07-18,96.0
2023-07-19,87.0
2023-07-20,88.0
2023-07-21,107.0
2023-07-22,101.0
2023-07-23,61.0
2023-07-24,67.0
2023-07-25,66.0
2023-07-26,58.0
2023-07-27,64.0
2023-07-28,93.0
2023-07-29,96.0
2023-07-30,85.0
2023-07-31,74.0
2023-08-01,79.0
2023-08-02,99.0
2023-08-03,95.0
2023-08-04,87.0
2023-08-05,79.0
2023-08-06,78.0
2023-08-07,56.0
2023-08-08,66.0
2023-08-09,79.0
2023-08-10,82.0
2023-08-11,61.0
2023-08-12,74.0
2023-08-13,69.0
2023-08-14,54.0
2023-08-15,67.0
2023-08-16,71.0
2023-08-17,77.0
2023-08-18,61.0
2023-08-19,65.0
2023-08-20,62.0
2023-08-21,65.0
2023-08-22,68.0
2023-08-23,74.0
2023-08-24,65.0
2023-08-25,78.0
2023-08-26,68.0
2023-08-27,73.0
2023-08-28,78.0
2023-08-29,66.0
2023-08-30,88.0
2023-08-31,69.0
2023-09-01,71.0
2023-09-02,77.0
2023-09-03,63.0
2023-09-04,53.0
2023-09-05,70.0
2023-09-06,63.0
2023-09-07,71.0
2023-09-08,51.0
2023-09-09,83.0
2023-09-10,63.0
2023-09-11,54.0
2023-09-12,63.0
2023-09-13,57.0
2023-09-14,81.0
2023-09-15,55.0
2023-09-16,54.0
2023-09-17,62.0
2023-09-18,45.0
2023-09-19,50.0
2023-09-20,59.0
2023-09-21,64.0
2023-09-22,54.0
2023-09-23,56.0
2023-09-24,49.0
2023-09-25,49.0
2023-09-26,71.0
2023-09-27,84.0
2023-09-28,49.0
2023-09-29,57.0
2023-09-30,57.0
2023-10-01,57.0
2023-10-02,46.0
2023-10-03,56.0
2023-10-04,68.0
2023-10-05,77.0
2023-10-06,76.0
2023-10-07,73.0
2023-10-08,52.0
2023-10-09,47.0
2023-10-10,52.0
2023-10-11,70.0
2023-10-12,55.0
2023-10-13,79.0
2023-10-14,69.0
2023-10-15,75.0
2023-10-16,73.0
2023-10-17,79.0
2023-10-18,109.0
2023-10-19,120.0
2023-10-20,97.0
2023-10-21,90.0
2023-10-22,82.0
2023-10-23,109.0
2023-10-24,121.0
2023-10-25,127.0
2023-10-26,120.0
2023-10-27,102.0
2023-10-28,67.0
2023-10-29,60.0
2023-10-30,65.0
2023-10-31,129.0
2023-11-01,93.0
2023-11-02,61.0
2023-11-03,57.0
2023-11-04,59.0
2023-11-05,33.0
2023-11-06,40.0
2023-11-07,49.0
2023-11-08,73.0
2023-11-09,69.0
2023-11-10,83.0
2023-11-11,115.0
2023-11-12,178.0
2023-11-13,245.0
2023-11-14,111.0
2023-11-15,66.0
2023-11-16,90.0
2023-11-17,97.0
2023-11-18,57.0
2023-11-19,50.0
2023-11-20,50.0
2023-11-21,55.0
2023-11-22,45.0
2023-11-23,49.0
2023-11-24,41.0
2023-11-25,46.0
2023-11-26,72.0
2023-11-27,51.0
2023-11-28,44.0
2023-11-29,43.0
2023-11-30,41.0
2023-12-01,42.0
2023-12-02,65.0
2023-12-03,46.0
2023-12-04,36.0
2023-12-07,38.0
2023-12-08,57.0
2023-12-09,70.0
2023-12-10,88.0
2023-12-11,82.0
2023-12-12,70.0
2023-12-13,114.0
2023-12-14,87.0
2023-12-15,110.0
2023-12-16,92.0
2023-12-17,74.0
2023-12-18,77.0
2023-12-19,100.0
2023-12-20,96.0
2023-12-21,140.0
2023-12-22,172.0
2023-12-23,138.0
2023-12-24,130.0
2023-12-25,88.0
2023-12-26,77.0
2023-12-27,74.0
2023-12-28,70.0
2023-12-29,66.0
2023-12-30,71.0
2023-12-31,93.0
