Date,AQI
2022-08-08,49.0
2022-08-09,64.0
2022-08-10,68.0
2022-08-11,70.0
2022-08-12,62.0
2022-08-13,66.0
2022-08-14,65.0
2022-08-15,63.0
2022-08-16,60.0
2022-08-17,56.0
2022-08-18,57.0
2022-08-19,63.0
2022-08-20,69.0
2022-08-21,71.0
2022-08-22,43.0
2022-08-23,48.0
2022-08-24,49.0
2022-08-25,62.0
2022-08-26,61.0
2022-08-27,50.0
2022-08-28,49.0
2022-08-29,60.0
2022-08-30,70.0
2022-08-31,49.0
2022-09-01,62.0
2022-09-02,48.0
2022-09-03,58.0
2022-09-04,58.0
2022-09-05,55.0
2022-09-06,57.0
2022-09-07,73.0
2022-09-08,61.0
2022-09-09,74.0
2022-09-10,59.0
2022-09-11,62.0
2022-09-12,70.0
2022-09-13,72.0
2022-09-14,70.0
2022-09-15,81.0
2022-09-16,83.0
2022-09-17,69.0
2022-09-18,65.0
2022-09-19,62.0
2022-09-20,65.0
2022-09-21,85.0
2022-09-22,69.0
2022-09-23,66.0
2022-09-24,71.0
2022-09-25,65.0
2022-09-26,73.0
2022-09-27,74.0
2022-09-28,83.0
2022-09-29,83.0
2022-09-30,74.0
2022-10-01,70.0
2022-10-02,73.0
2022-10-03,90.0
2022-10-04,101.0
2022-10-05,129.0
2022-10-06,96.0
2022-10-07,88.0
2022-10-08,114.0
2022-10-09,67.0
2022-10-10,61.0
2022-10-11,53.0
2022-10-12,58.0
2022-10-13,61.0
2022-10-14,56.0
2022-10-15,63.0
2022-10-16,51.0
2022-10-17,53.0
2022-10-18,66.0
2022-10-19,74.0
2022-10-20,73.0
2022-10-21,66.0
2022-10-22,82.0
2022-10-23,109.0
2022-10-24,193.0
2022-10-25,228.0
2022-10-26,147.0
2022-10-27,105.0
2022-10-28,59.0
2022-10-29,70.0
2022-10-30,74.0
2022-10-31,88.0
2022-11-01,59.0
2022-11-02,50.0
2022-11-03,59.0
2022-11-04,56.0
2022-11-05,44.0
2022-11-06,58.0
2022-11-07,105.0
2022-11-08,82.0
2022-11-09,74.0
2022-11-10,58.0
2022-11-11,46.0
2022-11-12,44.0
2022-11-13,38.0
2022-11-14,43.0
2022-11-15,96.0
2022-11-16,121.0
2022-11-17,142.0
2022-11-18,170.0
2022-11-19,108.0
2022-11-20,120.0
2022-11-21,84.0
2022-11-22,74.0
2022-11-23,62.0
2022-11-24,75.0
2022-11-25,98.0
2022-11-26,86.0
2022-11-27,108.0
2022-11-28,120.0
2022-11-29,142.0
2022-11-30,153.0
2022-12-01,132.0
2022-12-02,77.0
2022-12-03,50.0
2022-12-04,64.0
2022-12-05,127.0
2022-12-06,203.0
2022-12-07,238.0
2022-12-08,203.0
2022-12-09,115.0
2022-12-10,40.0
2022-12-11,45.0
2022-12-12,49.0
2022-12-13,46.0
2022-12-14,58.0
2022-12-15,72.0
2022-12-16,97.0
2022-12-17,123.0
2022-12-18,120.0
2022-12-19,88.0
2022-12-20,110.0
2022-12-21,120.0
2022-12-22,124.0
2022-12-23,172.0
2022-12-24,193.0
2022-12-25,73.0
2022-12-26,34.0
2022-12-27,38.0
2022-12-28,59.0
2022-12-29,57.0
2022-12-30,65.0
2022-12-31,67.0
